Date,z1_AC1(kW),z1_AC2(kW),z1_AC3(kW),z1_AC4(kW),z1_Light(kW),z1_Plug(kW),z1_S1(degC),z1_S1(RH%),z1_S1(lux),z2_AC1(kW),z2_Light(kW),z2_Plug(kW),z2_S1(degC),z2_S1(RH%),z2_S1(lux),z3_Light(kW),z3_Plug(kW),z4_AC1(kW),z4_Light(kW),z4_Plug(kW),z4_S1(degC),z4_S1(RH%),z4_S1(lux),z5_AC1(kW),z5_Light(kW),z5_Plug(kW),z5_S1(degC),z5_S1(RH%),z5_S1(lux)
2018-07-01 00:00:00,0.0,0.0,0.0,0.0,0.334,0.10333333333333333,27.540357142857143,68.3475,3.0,0.0,0.0,0.029999999999999995,27.103666666666665,70.135,0.0,0.02,0.26,0.0,0.0,0.23133333333333334,27.53666666666667,70.34233333333333,0.0,0.0,0.0,0.01,28.163333333333334,68.4,1.0
2018-07-01 00:30:00,0.0,0.0,0.0,0.0,0.3486666666666667,0.19233333333333333,27.555999999999997,68.34633333333333,3.0,0.0,0.00035714285714285714,0.03357142857142857,27.115333333333336,69.91799999999999,0.0,0.03266666666666666,0.26,0.0,0.0,0.2673333333333333,27.52769230769231,70.35692307692308,0.0,0.0,0.0,0.01,28.160666666666668,68.29899999999999,1.0
2018-07-01 01:00:00,0.0,0.0,0.0,0.0,0.336,0.19633333333333333,27.546666666666667,68.30733333333333,3.0,0.0,0.0,0.029999999999999995,27.10666666666667,69.82300000000001,0.0,0.08033333333333333,0.26,0.0,0.0,0.14833333333333334,27.532333333333334,70.37766666666667,0.0,0.0,0.0,0.01,28.161923076923078,68.19423076923077,1.0
2018-07-01 01:30:00,0.0,0.0,0.0,0.0,0.3486666666666667,0.151,27.537333333333333,68.26533333333333,3.0,0.0,0.0003448275862068966,0.03310344827586207,27.128333333333334,69.95633333333333,0.0,0.02,0.26,0.0,0.0,0.17666666666666667,27.53551724137931,70.36862068965517,0.0,0.0,0.0,0.01,28.131071428571428,68.14464285714286,1.0
2018-07-01 02:00:00,0.0,0.0,0.0,0.0,0.339,0.16633333333333333,27.535,68.30466666666666,3.0,0.0,0.0003333333333333333,0.03033333333333333,27.143666666666668,70.20933333333333,0.0,0.093,0.26,0.0,0.0,0.21633333333333335,27.5,70.4292,0.0,0.0,0.0,0.01,28.136000000000003,68.35333333333332,1.0
2018-07-01 02:30:00,0.0,0.0,0.0,0.0,0.3413333333333333,0.16933333333333334,27.532333333333334,68.29633333333332,3.0,0.0,0.0003448275862068966,0.03310344827586207,27.159666666666666,70.03500000000001,0.0,0.02,0.26,0.0,0.0,0.251,27.487333333333332,70.46533333333333,0.0,0.0,0.0,0.01,28.134666666666664,67.978,0.6666666666666666
2018-07-01 03:00:00,0.0,0.0,0.0,0.0,0.327,0.21666666666666667,27.531785714285714,68.39642857142857,3.0,0.0,0.0,0.029999999999999995,27.157333333333334,69.85666666666665,0.0,0.15600000000000003,0.26,0.0,0.0,0.27666666666666667,27.484666666666666,70.41766666666668,0.0,0.0,0.0,0.01,28.159666666666666,67.88633333333333,1.0
2018-07-01 03:30:00,0.0,0.0,0.0,0.0,0.32933333333333337,0.11766666666666667,27.540000000000003,68.423,3.0,0.0,0.0,0.029999999999999995,27.13703703703704,69.7074074074074,0.0,0.08233333333333334,0.26,0.0,0.0,0.21233333333333335,27.471785714285716,70.42428571428572,0.0,0.0,0.0,0.01,28.157666666666668,67.87333333333333,1.0
2018-07-01 04:00:00,0.0,0.0,0.0,0.0,0.32933333333333337,0.16166666666666665,27.53115384615385,68.45461538461538,3.0,0.0,0.0,0.029999999999999995,27.111724137931034,69.57689655172413,0.0,0.093,0.26,0.0,0.0,0.2826666666666667,27.482333333333333,70.47666666666667,0.0,0.0,0.0,0.01,28.166071428571428,67.94500000000001,1.0
2018-07-01 04:30:00,0.0,0.0,0.0,0.0,0.3266666666666667,0.196,27.595666666666666,68.39866666666667,3.0,0.0,0.0,0.030666666666666665,27.128,69.41733333333333,0.0,0.02,0.26,0.0,0.0,0.24633333333333332,27.499333333333333,70.44666666666667,0.0,0.0,0.0,0.01,28.169333333333334,67.906,1.0
2018-07-01 05:00:00,0.0,0.0,0.0,0.0,0.3283333333333333,0.114,27.878333333333334,67.57233333333333,3.0,0.0,0.0,0.029999999999999995,27.137666666666668,69.31666666666666,0.0,0.096,0.26,0.0,0.019666666666666666,0.32099999999999995,27.492,70.43733333333333,0.0,0.0,0.0,0.01,28.167333333333332,67.921,1.0
2018-07-01 05:30:00,0.0,0.0,0.0,0.0,0.327,0.20900000000000002,27.929,67.358,3.0,0.0,0.0,0.029999999999999995,27.148333333333333,69.252,0.0,0.02,0.25766666666666665,0.0,0.0,0.2723333333333333,27.491785714285715,70.50964285714285,0.0,0.0,0.0,0.01,28.174666666666667,67.94033333333333,1.0
2018-07-01 06:00:00,0.0,0.0,0.0,0.0,0.3283333333333333,0.16166666666666665,28.110333333333333,67.17166666666667,3.033333333333333,0.0,0.0,0.029999999999999995,27.155666666666665,69.227,0.0,0.09266666666666667,0.251,0.0,0.0,0.25866666666666666,27.516000000000002,70.528,0.06666666666666667,0.0,0.0,0.01,28.18,67.95066666666666,1.0
2018-07-01 06:30:00,0.0,0.0,0.0,0.0,0.326,0.16433333333333333,28.241071428571427,66.89178571428572,4.535714285714286,0.0,0.0,0.029999999999999995,27.194333333333336,69.28099999999999,0.0,0.02,0.25033333333333335,0.0,0.0,0.17200000000000001,27.737666666666666,70.21833333333333,3.9,0.0,0.0,0.01,28.21333333333333,67.925,1.0
2018-07-01 07:00:00,0.0,0.0,0.0,0.0,0.32766666666666666,0.145,28.132592592592594,67.30296296296295,5.0,0.0,0.0,0.029999999999999995,27.27857142857143,69.35071428571429,0.0,0.17300000000000001,0.25,0.0,0.0,0.14833333333333334,28.421071428571427,68.95214285714285,8.928571428571429,0.0,0.0,0.01,28.211666666666666,67.93666666666667,1.0
2018-07-01 07:30:00,0.0,0.0,0.0,0.0,0.3366666666666667,0.16966666666666666,28.367,67.23,5.0,0.0,0.0,0.029999999999999995,27.379666666666665,69.33,0.0,0.06566666666666666,0.25,0.0,0.0,0.18866666666666668,28.951,67.595,10.0,0.0,0.0,0.01,28.225666666666665,68.30833333333334,1.0
2018-07-01 08:00:00,0.0,0.0,0.0,0.0,0.334,0.211,28.266000000000002,66.88366666666667,5.0,0.0,0.0,0.029999999999999995,27.491,69.23566666666667,0.0,0.096,0.25,0.0,0.0,0.20800000000000002,29.279999999999998,66.51433333333334,10.0,0.0,0.0,0.01,28.266000000000002,68.48,1.0
2018-07-01 08:30:00,0.0,0.0,0.0,0.0,0.337,0.10033333333333334,28.387999999999998,66.649,5.0,0.0,0.0,0.029999999999999995,27.58133333333333,68.88133333333333,0.0,0.02,0.25,0.0,0.0,0.328,29.37,66.33,8.866666666666667,0.0,0.0,0.01,28.310666666666666,68.13866666666667,1.0
2018-07-01 09:00:00,0.0,0.0,0.0,0.0,0.332,0.20966666666666667,28.451,66.494,4.533333333333333,0.0,0.0,0.029999999999999995,27.655384615384612,68.675,0.0,0.036000000000000004,0.25066666666666665,0.0,0.0,0.23733333333333334,29.346999999999998,66.493,6.433333333333334,0.0,0.0,0.01,28.344642857142855,68.41,1.0
2018-07-01 09:30:00,0.0,0.0,0.0,0.0,0.32766666666666666,0.18033333333333335,28.483666666666668,66.357,4.366666666666666,0.0,0.0003333333333333333,0.030666666666666665,28.0425,67.93035714285715,0.0,0.07766666666666668,0.25066666666666665,0.0,0.0,0.235,29.290714285714284,66.54535714285714,7.035714285714286,0.0,0.0,0.01,28.370333333333335,68.43,1.0
2018-07-01 10:00:00,0.0,0.0,0.0,0.0,0.3383333333333333,0.152,28.493666666666666,66.41166666666668,4.0,0.0,0.0003448275862068966,0.03275862068965517,28.22533333333333,67.202,0.0,0.02,0.25033333333333335,0.0,0.0,0.23433333333333334,29.431724137931035,66.2796551724138,7.137931034482759,0.0,0.0,0.01,28.41466666666667,68.08133333333333,1.0
2018-07-01 10:30:00,0.0,0.0,0.0,0.0,0.33,0.15766666666666668,28.512857142857143,66.45571428571428,4.0,0.0,0.0,0.03033333333333333,28.2525,66.8575,0.0,0.09433333333333334,0.25033333333333335,0.0,0.0,0.24733333333333332,29.33137931034483,66.50068965517241,6.0,0.0,0.0,0.01,28.461785714285718,67.82785714285714,1.0
2018-07-01 11:00:00,0.0,0.0,0.0,0.0,0.3333333333333333,0.17666666666666667,28.548000000000002,66.449,4.0,0.0,0.0,0.029999999999999995,28.298333333333336,66.709,0.0,0.09400000000000001,0.25,0.0,0.0,0.26966666666666667,29.213666666666665,66.81966666666666,5.366666666666666,0.0,0.0,0.01,28.508666666666667,67.756,1.0
2018-07-01 11:30:00,0.0,0.0,0.0,0.0,0.3346666666666667,0.21333333333333335,28.602333333333334,66.38133333333333,4.0,0.0,0.0,0.029999999999999995,28.327037037037037,66.5362962962963,0.0,0.14433333333333334,0.25,0.0,0.0,0.25366666666666665,29.212500000000002,66.81964285714285,5.214285714285714,0.0,0.0,0.01,28.552666666666667,67.695,1.0
2018-07-01 12:00:00,0.0,0.0,0.0,0.0,0.333,0.11633333333333334,28.608666666666668,66.347,4.0,0.0,0.0,0.029999999999999995,28.293333333333333,67.069,0.0,0.02,0.25,0.0,0.0,0.271,29.201785714285712,66.885,5.178571428571429,0.0,0.0,0.01,28.59766666666667,67.613,1.0
2018-07-01 12:30:00,0.0,0.0,0.0,0.0,0.33533333333333337,0.19,28.660333333333334,66.35433333333333,4.0,0.0,0.0,0.029999999999999995,28.675,67.441,0.0,0.09466666666666668,0.25,0.0,0.0,0.19,29.499000000000002,66.36366666666667,7.3,0.0,0.0,0.01,28.641000000000002,67.514,1.0
2018-07-01 13:00:00,0.0,0.0,0.0,0.0,0.3333333333333333,0.17866666666666667,28.733333333333334,66.24433333333333,4.0,0.0,0.0,0.029999999999999995,28.499000000000002,67.77,0.0,0.02,0.25,0.0,0.0,0.2733333333333334,29.678,65.776,7.366666666666666,0.0,0.0,0.01,28.688666666666666,67.53433333333334,1.0
2018-07-01 13:30:00,0.0,0.0,0.0,0.0,0.329,0.11866666666666667,28.788666666666664,66.301,4.0,0.0,0.0,0.029999999999999995,28.208666666666666,67.75399999999999,0.0,0.09466666666666668,0.25,0.0,0.0,0.15933333333333335,29.699666666666666,65.82066666666667,6.1,0.0,0.0,0.01,28.71333333333333,67.54,1.0
