Date,z1_Light(kW),z1_Plug(kW),z2_AC1(kW),z2_AC2(kW),z2_AC3(kW),z2_AC4(kW),z2_Light(kW),z2_Plug(kW),z3_Light(kW),z3_Plug(kW),z4_Light(kW)
2018-07-01 00:00:00,13.006,18.761666666666667,45.28666666666666,0.016,0.009666666666666665,0.006333333333333333,13.797333333333334,16.569666666666667,10.936666666666667,0.7926666666666667,35.867
2018-07-01 00:30:00,13.025,19.293333333333333,45.595,0.016,0.01,0.006,13.85,16.802333333333333,10.976333333333335,0.7343333333333334,35.892
2018-07-01 01:00:00,13.051666666666668,19.294666666666668,45.776666666666664,0.016,0.009666666666666665,0.006333333333333333,13.886,16.86133333333333,10.997666666666667,0.7253333333333333,35.94833333333334
2018-07-01 01:30:00,13.09,19.333000000000002,45.858,0.016,0.01,0.006333333333333333,13.931999999999999,16.795333333333335,11.024666666666667,0.725,36.01
2018-07-01 02:00:00,13.123666666666667,19.363999999999997,45.89866666666667,0.016,0.009666666666666665,0.006333333333333333,13.975333333333333,16.733333333333334,11.049000000000001,0.7263333333333333,36.064
2018-07-01 02:30:00,12.934,19.157333333333334,45.70133333333333,0.016,0.01,0.005666666666666667,13.740666666666668,16.634333333333334,10.931999999999999,0.7206666666666666,35.74666666666667
2018-07-01 03:00:00,12.877333333333333,19.08,45.59666666666667,0.015666666666666666,0.009666666666666665,0.006,13.677999999999999,16.718333333333334,10.894,0.7186666666666667,35.656333333333336
2018-07-01 03:30:00,12.886666666666667,18.671666666666667,45.574333333333335,0.015666666666666666,0.009666666666666665,0.005666666666666667,13.682333333333334,15.307666666666668,10.903333333333334,0.719,35.666333333333334
2018-07-01 04:00:00,12.888,18.532666666666668,45.538333333333334,0.016,0.009666666666666665,0.005666666666666667,13.886666666666665,13.880666666666666,10.916,0.727,45.397666666666666
2018-07-01 04:30:00,12.837,18.561,45.40533333333334,0.01566666666666667,0.009666666666666665,0.005333333333333333,13.621,15.103666666666667,10.880666666666666,0.727,45.865
2018-07-01 05:00:00,12.82,18.555333333333333,45.41433333333334,0.016,0.009333333333333334,0.005666666666666667,13.601333333333335,16.574333333333335,10.865666666666668,0.7263333333333333,45.84466666666666
2018-07-01 05:30:00,12.784666666666665,18.16033333333333,45.38066666666667,0.01566666666666667,0.009666666666666665,0.005333333333333333,13.554666666666666,16.41,10.845666666666666,0.7153333333333334,45.76466666666667
2018-07-01 06:00:00,0.5619999999999999,18.276666666666664,45.507666666666665,0.005666666666666667,0.009666666666666665,0.011000000000000001,13.532,16.33233333333333,10.828666666666667,0.7243333333333334,34.38366666666666
2018-07-01 06:30:00,0.004666666666666667,18.894333333333336,45.51166666666666,0.005333333333333333,0.01,0.010666666666666666,13.478000000000002,16.467333333333332,10.798666666666666,0.7296666666666667,30.219
2018-07-01 07:00:00,0.005333333333333333,18.851999999999997,45.745666666666665,0.005,0.01,0.011000000000000001,13.45,16.456,10.788,0.7303333333333334,30.180333333333333
2018-07-01 07:30:00,0.005,19.222666666666665,46.044333333333334,0.005,0.009666666666666665,0.012333333333333333,13.847333333333333,16.541999999999998,11.002333333333333,0.7406666666666666,30.728333333333335
2018-07-01 08:00:00,0.005,19.204333333333334,46.242,0.005,0.01,0.012333333333333333,13.859,16.56,11.014999999999999,0.7396666666666667,30.759
2018-07-01 08:30:00,0.008333333333333333,8.386000000000001,45.690000000000005,0.01633333333333333,0.010666666666666666,0.008333333333333333,15.042666666666666,16.791333333333334,10.922,0.7213333333333334,6.891
2018-07-01 09:00:00,0.009333333333333334,1.1529999999999998,46.59533333333333,0.02033333333333333,0.010666666666666666,0.007333333333333333,16.137666666666668,16.723,10.981333333333334,0.7236666666666667,0.066
2018-07-01 09:30:00,0.009666666666666665,1.1236666666666666,46.57933333333334,0.02033333333333333,0.011000000000000001,0.006666666666666667,15.960666666666667,16.499666666666666,10.901333333333334,0.7246666666666666,0.06533333333333334
2018-07-01 10:00:00,0.009666666666666667,1.155,46.68,0.02033333333333333,0.010666666666666666,0.006666666666666667,15.834,16.630666666666666,10.853666666666667,0.723,0.06566666666666666
2018-07-01 10:30:00,0.009333333333333334,1.2586666666666666,46.80233333333333,0.02,0.011000000000000001,0.006666666666666667,15.971666666666666,16.78633333333333,10.913666666666668,0.725,0.06533333333333333
2018-07-01 11:00:00,0.009333333333333334,1.1046666666666667,47.09,0.020666666666666667,0.011000000000000001,0.007333333333333333,16.128666666666668,16.775333333333332,10.987666666666666,0.728,0.06566666666666666
2018-07-01 11:30:00,0.009666666666666665,1.149,48.18966666666667,0.02033333333333333,0.011000000000000001,0.006666666666666667,16.147666666666666,16.831,10.993,0.7216666666666666,0.06633333333333333
2018-07-01 12:00:00,0.009333333333333334,1.1543333333333332,48.191,0.02033333333333333,0.011000000000000001,0.007,16.384,17.722666666666665,11.004333333333333,0.734,0.06633333333333333
2018-07-01 12:30:00,0.009000000000000001,1.154,48.516666666666666,0.02033333333333333,0.011000000000000001,0.006666666666666667,16.181,17.073666666666668,10.998,0.7336666666666666,0.06566666666666666
