Date,z1_AC1(kW),z1_Light(kW),z1_Plug(kW),z1_S1(degC),z1_S1(RH%),z1_S1(lux),z2_AC1(kW),z2_Light(kW),z2_Plug(kW),z2_S1(degC),z2_S1(RH%),z2_S1(lux),z3_Light(kW),z3_Plug(kW),z4_AC1(kW),z4_AC2(kW),z4_AC3(kW),z4_AC4(kW),z4_Light(kW),z4_Plug(kW),z4_S1(degC),z4_S1(RH%),z4_S1(lux),z5_AC1(kW),z5_Light(kW),z5_Plug(kW),z5_S1(degC),z5_S1(RH%),z5_S1(lux)
2018-07-01 07:00:00,0.0,0.0,0.20900000000000002,28.103214285714284,70.28535714285714,4.821428571428571,0.0,0.01,0.01,27.488666666666667,70.29933333333334,1.0,0.02033333333333333,0.25433333333333336,0.0,0.0,0.0,0.0,0.0,0.09433333333333334,28.019333333333336,69.81566666666666,5.633333333333334,0.0,0.0,0.05333333333333334,28.442999999999998,68.31733333333334,4.4
2018-07-01 07:30:00,0.0,0.0,0.225,28.238666666666667,69.36533333333334,4.0,0.0,0.01,0.093,27.543333333333333,70.21900000000001,1.4666666666666666,0.02033333333333333,0.25566666666666665,0.0,0.0,0.0,0.0,0.0007142857142857143,0.096,28.49241379310345,68.33896551724138,6.0,0.0,0.00035714285714285714,0.039642857142857146,28.551071428571426,68.28607142857143,5.0
2018-07-01 08:00:00,0.0,0.0,0.2903333333333334,28.43,68.84633333333333,3.033333333333333,0.0,0.01,0.017666666666666667,27.596,70.37533333333334,2.0,0.02,0.25566666666666665,0.0,0.0,0.0,0.0,0.0,0.095,28.89619047619048,67.28761904761905,7.0,0.0,0.0,0.05533333333333333,28.360333333333333,69.176,5.0
2018-07-01 08:30:00,0.0,0.0,0.17866666666666667,28.572999999999997,68.33666666666666,3.0,0.0,0.01,0.08800000000000001,27.648,70.49233333333333,2.0,0.02,0.25633333333333336,0.0,0.0,0.0,0.0,0.6443333333333333,0.112,29.165666666666667,67.07533333333333,6.4,0.0,0.3813333333333333,0.04533333333333333,28.339666666666666,69.41066666666667,19.233333333333334
2018-07-01 09:00:00,0.0,0.0,0.27266666666666667,28.572333333333333,68.33099999999999,2.7,0.0,0.01,0.036000000000000004,27.697142857142858,70.55214285714285,1.1071428571428572,0.02,0.25733333333333336,0.0,0.0,0.0,0.0,1.2066666666666666,0.13733333333333334,29.38,66.90566666666668,5.4,0.0,0.37,0.07033333333333334,28.486333333333334,68.71666666666667,43.733333333333334
2018-07-01 09:30:00,0.0,0.0,0.23966666666666667,28.564666666666668,68.41733333333333,2.3333333333333335,0.0,0.01,0.07033333333333333,27.743214285714284,70.57928571428572,1.0,0.02,0.257,0.0,0.0,0.0,0.0,1.1893333333333334,0.13766666666666666,28.97576923076923,67.2626923076923,4.8076923076923075,0.0,0.368,0.058333333333333334,28.643666666666665,68.356,42.7
2018-07-01 10:00:00,0.0,0.0,0.20133333333333334,28.61285714285714,68.51714285714286,2.2857142857142856,0.0,0.01,0.054000000000000006,27.796,70.5372,1.0,0.02,0.25733333333333336,0.0,0.0,0.0,0.0,1.189,0.14833333333333334,29.028666666666666,67.19566666666667,4.933333333333334,0.0,0.36766666666666664,0.037000000000000005,28.776999999999997,67.866,41.93333333333333
2018-07-01 10:30:00,0.0,0.0,0.2613333333333333,28.67366666666667,68.343,2.0,0.0,0.01,0.05366666666666667,27.83,70.48115384615384,1.0,0.02,0.25533333333333336,0.0,0.0,0.0,0.0,1.194,0.12066666666666667,29.050666666666665,67.22233333333334,4.0,0.0,0.3653333333333333,0.058,28.857000000000003,67.57666666666667,41.63333333333333
2018-07-01 11:00:00,0.0,0.0,0.28933333333333333,28.697666666666667,68.27466666666668,1.8333333333333333,0.0,0.01,0.06966666666666667,27.848214285714285,70.47642857142857,0.6428571428571429,0.02,0.25566666666666665,0.0,0.0,0.0,0.0,1.204,0.09266666666666667,28.956000000000003,67.376,3.9,0.0,0.3686666666666667,0.034,28.937666666666665,67.284,41.666666666666664
2018-07-01 11:30:00,0.0,0.0,0.26833333333333337,28.725,68.23033333333333,2.0,0.0,0.01,0.037333333333333336,27.88266666666667,70.40466666666666,0.8666666666666667,0.02,0.25566666666666665,0.0,0.0,0.0,0.0,1.2049999999999998,0.093,28.957,67.43633333333334,4.0,0.0,0.3686666666666667,0.058666666666666666,29.171333333333333,67.17,41.3
2018-07-01 12:00:00,0.0,0.0,0.3063333333333333,28.74233333333333,68.136,1.4,0.0,0.01,0.08800000000000001,27.925333333333334,70.295,0.0,0.13266666666666665,0.25566666666666665,0.0,0.0,0.0,0.0,0.24633333333333332,0.09266666666666667,28.962333333333333,67.46866666666666,3.433333333333333,0.0,0.07200000000000001,0.053000000000000005,29.50714285714286,67.19892857142857,14.142857142857142
2018-07-01 12:30:00,0.0,1.7773333333333334,0.2613333333333333,28.829333333333334,68.17666666666666,28.166666666666668,0.0,0.01,0.022000000000000002,27.974,70.27233333333334,0.5666666666666667,1.576,0.259,0.0,0.0,0.0,0.0,1.333,0.09233333333333334,29.24730769230769,67.38884615384616,5.0,0.0,0.6553333333333333,0.049,29.141379310344828,67.21758620689656,25.310344827586206
2018-07-01 13:00:00,0.0,2.8430000000000004,0.329,29.238666666666667,67.642,49.1,0.0,0.01,0.09766666666666667,28.175333333333334,70.53299999999999,0.13333333333333333,1.1856666666666666,0.25966666666666666,0.0,0.0,0.0,0.0,1.919,0.09266666666666667,29.212333333333333,67.23466666666667,4.933333333333334,0.0,1.0233333333333332,0.05633333333333333,29.47241379310345,67.40517241379311,43.689655172413794
2018-07-01 13:30:00,0.0,2.847,0.293,29.427307692307693,67.05230769230769,48.03846153846154,0.0,0.01,0.01,28.603333333333335,70.83066666666667,0.0,1.0850000000000002,0.25866666666666666,0.0,0.0,0.0,0.0,1.945,0.10266666666666667,29.287333333333333,67.19533333333332,4.7,0.0,1.0675862068965518,0.057,29.18285714285714,67.49142857142857,42.57142857142857
2018-07-01 14:00:00,0.0,2.847666666666667,0.31833333333333336,29.598214285714285,66.61857142857143,48.035714285714285,0.0,0.01,0.09766666666666667,28.697,70.91666666666667,0.0,1.1356666666666666,0.2676666666666667,0.0,0.0,0.0,0.0,1.8658620689655172,0.09733333333333333,29.356,67.13733333333333,4.366666666666666,0.0,0.9941379310344828,0.05724137931034483,29.278666666666666,67.274,42.06666666666667
2018-07-01 14:30:00,0.0,2.845,0.267,29.737333333333332,66.30766666666666,47.46666666666667,0.0,0.07433333333333333,0.029666666666666668,28.113,70.96466666666667,0.0,1.051,0.25833333333333336,0.0,0.0,0.0,0.0,1.9203333333333332,0.09366666666666666,29.3935,67.272,3.45,0.0,1.024,0.051333333333333335,29.372333333333334,66.95766666666667,41.63333333333333
2018-07-01 15:00:00,0.0,2.835666666666667,0.3,29.872999999999998,66.18466666666667,47.4,0.0,0.2903333333333333,0.14466666666666667,28.133333333333333,71.16666666666667,0.0,1.1320000000000001,0.23433333333333334,0.0,0.0,0.0,0.0,2.06,0.1,29.4,67.33166666666666,3.3,0.0,1.0979310344827586,0.03793103448275863,29.487083333333334,67.15166666666667,42.291666666666664
2018-07-01 15:30:00,0.0,2.852,0.229,29.931153846153848,65.90384615384616,47.34615384615385,0.0,0.29266666666666663,0.19566666666666668,28.15266666666667,71.5,0.0,1.1406666666666667,0.2956666666666667,0.0003333333333333333,0.0003333333333333333,0.0003333333333333333,0.0,1.9229999999999998,0.09400000000000001,29.409285714285716,67.35821428571428,3.25,0.0,1.0243333333333333,0.08733333333333333,29.709999999999997,67.113,42.333333333333336
2018-07-01 16:00:00,0.0,2.7603333333333335,0.23733333333333334,30.050333333333334,65.73666666666666,47.0,0.0,0.229,0.17433333333333334,28.205357142857142,71.76428571428572,0.0,1.106,0.25766666666666665,0.0,0.0,0.0,0.0,1.061,0.09400000000000001,29.434642857142855,67.4725,2.142857142857143,0.0,0.48333333333333334,0.11833333333333333,29.730999999999998,66.94866666666667,25.366666666666667
2018-07-01 16:30:00,0.0,2.859,0.259,30.33,65.719,46.333333333333336,0.0,0.01,0.132,28.228333333333335,71.253,0.0,1.009,0.25766666666666665,0.0,0.0,0.0,0.0,0.08666666666666667,0.09366666666666666,29.384999999999998,67.88033333333334,1.2,0.0,0.0,0.13333333333333333,29.675,67.39399999999999,1.2333333333333334
2018-07-01 17:00:00,0.0,1.566,0.22533333333333333,30.323571428571427,66.1975,28.714285714285715,0.0,0.01,0.12566666666666668,28.22233333333333,71.24766666666666,0.0,0.6763333333333333,0.256,0.0,0.0,0.0,0.0,0.0,0.10600000000000001,29.284666666666666,68.39433333333334,1.4666666666666666,0.0,0.0,0.15200000000000002,29.437,67.74866666666667,1.0
2018-07-01 17:30:00,0.0,0.0,0.25933333333333336,30.240000000000002,66.22633333333333,0.16666666666666666,0.0,0.01,0.048666666666666664,28.30633333333333,71.143,0.0,0.02033333333333333,0.264,0.0,0.0,0.0,0.0,0.0003448275862068966,0.10866666666666668,29.289565217391303,68.52869565217392,1.434782608695652,0.0,0.0,0.13551724137931034,29.427500000000002,68.04107142857143,1.2857142857142858
2018-07-01 18:00:00,0.0,0.0,0.23166666666666666,29.74285714285714,66.6475,0.0,0.0,0.01,0.033,28.270333333333333,71.36666666666666,0.0,0.02,0.25533333333333336,0.0,0.0,0.0,0.0,0.0,0.09366666666666666,29.193928571428568,68.6732142857143,0.0,0.0,0.0,0.03866666666666666,29.291999999999998,68.498,0.0
2018-07-01 18:30:00,0.0,0.0,0.25866666666666666,29.38291666666667,67.52541666666666,0.0,0.0,0.01,0.083,28.255,71.4775,0.0,0.03133333333333334,0.258,0.0,0.0,0.0,0.0,0.0,0.093,29.418666666666663,69.12133333333333,0.0,0.0,0.0,0.055,29.18,68.8475,0.0
2018-07-01 19:00:00,0.0,0.0,0.251,29.224666666666668,68.166,0.0,0.0,0.01,0.03866666666666667,28.232000000000003,71.568,0.0,0.02,0.26233333333333336,0.0,0.0,0.0,0.0,0.0003448275862068966,0.09533333333333334,28.94,69.31772727272727,0.0,0.0,0.0,0.0603448275862069,29.131666666666668,69.12899999999999,0.0
2018-07-01 19:30:00,0.0,0.0,0.20866666666666667,29.322666666666667,68.42566666666667,0.0,0.0,0.01,0.07633333333333334,28.229333333333333,71.57233333333333,0.0,0.02,0.26166666666666666,0.0,0.0,0.0,0.0,0.0,0.09333333333333334,28.85033333333333,69.55066666666667,0.0,0.0,0.0,0.05366666666666667,29.57357142857143,69.32785714285714,0.0
