Date,z1_AC1(kW),z1_AC2(kW),z1_AC3(kW),z1_AC4(kW),z1_Light(kW),z1_Plug(kW),z1_S1(degC),z1_S1(RH%),z1_S1(lux),z2_AC1(kW),z2_Light(kW),z2_Plug(kW),z2_S1(degC),z2_S1(RH%),z2_S1(lux),z3_Light(kW),z3_Plug(kW),z4_AC1(kW),z4_Light(kW),z4_Plug(kW),z4_S1(degC),z4_S1(RH%),z4_S1(lux),z5_AC1(kW),z5_Light(kW),z5_Plug(kW),z5_S1(degC),z5_S1(RH%),z5_S1(lux)
2018-07-01 00:00:00,0.0,0.0,0.01,0.0,0.0003333333333333333,0.042333333333333334,28.246,64.52033333333333,0.0,0.0,0.0,0.0003333333333333333,28.545,66.59,0.0,0.02,0.179,0.0,0.21333333333333332,0.0,29.271428571428572,65.28464285714286,0.0,0.0,0.0,0.09933333333333333,28.925666666666665,66.70933333333333,0.0
2018-07-01 00:30:00,0.0,0.0,0.01,0.0,0.0,0.057,28.328888888888887,64.54333333333334,0.0,0.0,0.0,0.0006666666666666666,28.529,67.08766666666666,0.0,0.02,0.18,0.0,0.21566666666666665,0.0003333333333333333,29.716666666666665,65.41199999999999,0.0,0.0,0.0,0.03233333333333333,28.947,66.807,0.0
2018-07-01 01:00:00,0.0,0.0,0.01,0.0,0.0,0.04033333333333333,28.192758620689656,65.1048275862069,0.0,0.0,0.0,0.0003333333333333333,28.529666666666667,67.386,0.0,0.02,0.18,0.0,0.3013333333333333,0.0,29.439615384615387,65.68884615384616,0.0,0.0,0.0,0.09866666666666667,28.950333333333333,66.983,0.0
2018-07-01 01:30:00,0.0,0.0,0.01,0.0,0.0003333333333333333,0.05633333333333333,28.125,65.49333333333333,0.0,0.0,0.0,0.0006666666666666666,28.522666666666666,67.538,0.0,0.02,0.18,0.0,0.219,0.0,29.047666666666665,66.194,0.0,0.0,0.0,0.03766666666666666,28.959,67.15166666666667,0.0
2018-07-01 02:00:00,0.0,0.0,0.01,0.0,0.0,0.04066666666666666,28.11733333333333,65.68766666666667,0.0,0.0,0.0,0.0006666666666666666,28.506785714285716,67.73642857142856,0.0,0.02,0.18,0.0,0.246,0.0,29.133214285714285,66.33,0.0,0.0,0.0,0.09033333333333333,28.96333333333333,67.19233333333334,0.0
2018-07-01 02:30:00,0.0,0.0,0.01,0.0,0.0,0.058333333333333334,28.119642857142857,66.0957142857143,0.0,0.0,0.0,0.0003333333333333333,28.488333333333333,67.96266666666666,0.0,0.02,0.18,0.0,0.37266666666666665,0.0,29.196923076923078,66.54192307692307,0.0,0.0,0.0,0.048,28.971666666666668,67.47133333333333,0.0
2018-07-01 03:00:00,0.0,0.0,0.01,0.0,0.0003333333333333333,0.042333333333333334,28.384999999999998,66.25133333333333,0.0,0.0,0.0,0.0006666666666666666,28.475357142857142,68.45357142857144,0.0,0.02,0.18,0.0,0.21033333333333332,0.0,28.95133333333333,66.926,0.0,0.0,0.0,0.07833333333333334,28.971333333333334,67.83366666666667,0.0
2018-07-01 03:30:00,0.0,0.0,0.01,0.0,0.0,0.04566666666666667,28.666666666666668,66.31633333333333,0.0,0.0,0.0,0.0003333333333333333,28.451153846153847,68.87692307692308,0.0,0.02,0.18,0.0,0.295,0.0,28.90533333333333,67.23766666666667,0.0,0.0,0.0,0.057,28.961333333333336,68.24633333333334,0.0
2018-07-01 04:00:00,0.0,0.0,0.01,0.0,0.0,0.056,28.523333333333333,66.42033333333333,0.0,0.0,0.0,0.0003333333333333333,28.432666666666666,69.04833333333333,0.0,0.02,0.18,0.0,0.21033333333333332,0.0,28.885666666666665,67.42266666666667,0.0,0.0,0.0,0.06566666666666666,28.956666666666667,68.63233333333332,0.0
2018-07-01 04:30:00,0.0,0.0,0.01,0.0,0.0,0.04,28.34333333333333,66.39533333333334,0.0,0.0,0.0,0.0003333333333333333,28.43566666666667,69.19666666666667,0.0,0.02266666666666667,0.18,0.0,0.21366666666666667,0.0,28.849666666666668,67.661,0.0,0.0,0.0,0.06633333333333333,28.93566666666667,68.80766666666666,0.0
2018-07-01 05:00:00,0.0,0.0,0.01,0.0,0.0006666666666666666,0.05733333333333333,28.125,66.35035714285713,0.0,0.0,0.0,0.0003333333333333333,28.398333333333333,68.97433333333333,0.0,0.021666666666666667,0.18,0.0,0.20933333333333334,0.0,28.810666666666666,67.81266666666667,0.0,0.0,0.0,0.054000000000000006,28.918750000000003,68.57458333333334,0.0
2018-07-01 05:30:00,0.0,0.0,0.01,0.0,0.0006666666666666666,0.042666666666666665,28.073333333333334,66.318,0.0,0.0,0.0,0.0003333333333333333,28.361785714285713,68.90392857142857,0.0,0.02,0.18,0.0,0.07233333333333333,0.0,28.794333333333334,68.04633333333334,0.0,0.0,0.0,0.06766666666666667,28.915333333333333,68.64433333333334,0.0
2018-07-01 06:00:00,0.0,0.0,0.01,0.0,0.0006666666666666666,0.05,28.160714285714285,66.52178571428571,0.0,0.0,0.0,0.0003333333333333333,28.348666666666666,68.84566666666666,0.0,0.02,0.179,0.0,0.12200000000000001,0.0,28.80366666666667,68.257,5.533333333333333,0.0,0.0,0.044333333333333336,28.916333333333334,68.77466666666666,0.0
2018-07-01 06:30:00,0.0,0.0,0.01,0.0,0.0,0.054000000000000006,28.363999999999997,66.095,0.4,0.0,0.0,0.0003333333333333333,28.35666666666667,68.35633333333334,0.0,0.02,0.18,0.0,0.04,0.0,29.01966666666667,68.34266666666667,32.833333333333336,0.0,0.0,0.029,28.936,69.19,0.0
2018-07-01 07:00:00,0.0,0.0,0.01,0.0,0.0003333333333333333,0.05733333333333333,28.91866666666667,65.06066666666666,1.9,0.0,0.0,0.0,28.413928571428574,67.89678571428571,0.0,0.02,0.18,0.0,0.050666666666666665,0.0,29.375666666666667,67.848,54.46666666666667,0.0,0.0,0.082,28.938666666666666,68.607,0.0
2018-07-01 07:30:00,0.0,0.0,0.01,0.0,0.0,0.059333333333333335,29.48428571428571,64.1775,2.0,0.0,0.0,0.0006666666666666666,28.52,67.779,0.0,0.02,0.18,0.0,0.20966666666666667,0.0,29.962,66.81,54.666666666666664,0.0,0.0,0.04,29.365357142857142,68.44857142857143,0.0
2018-07-01 08:00:00,0.0,0.0,0.01,0.0,0.0,0.043666666666666666,29.831,63.57266666666667,2.2,0.0,0.0,0.0003333333333333333,28.666,67.41633333333333,0.0,0.02,0.18,0.0,0.04,0.0,30.306785714285716,65.99857142857142,56.714285714285715,0.0,0.0,0.029999999999999995,29.142999999999997,68.29033333333334,0.0
2018-07-01 08:30:00,0.0,0.0,0.01,0.0,0.0,0.063,30.264,63.352999999999994,2.0,0.0,0.0,0.0013333333333333333,28.849999999999998,67.2225,0.0,0.02,0.18,0.0,0.12400000000000001,0.0,30.571666666666665,65.56366666666666,54.06666666666667,0.0,0.0,0.08466666666666667,29.237916666666667,67.97083333333333,0.0
2018-07-01 09:00:00,0.0,0.0,0.01,0.0,0.517,0.059666666666666666,30.244666666666667,63.28633333333333,1.7666666666666666,0.0,1.1883333333333332,0.005,29.108999999999998,67.03699999999999,0.0,0.17,0.18,0.0,0.04,0.0003333333333333333,30.721,65.38799999999999,49.06666666666667,0.0,0.0,0.042333333333333334,29.327333333333335,68.19233333333334,0.0
2018-07-01 09:30:00,0.0,0.0,0.01,0.0,0.7900000000000001,0.058666666666666666,30.372,63.150333333333336,1.3666666666666667,0.0,1.8263333333333334,0.007333333333333333,29.28607142857143,66.33464285714285,0.0,0.13733333333333334,0.18,0.0,0.11566666666666665,0.0,30.834,65.259,52.2,0.0,0.0,0.029999999999999995,29.445666666666668,67.90299999999999,0.0
2018-07-01 10:00:00,0.0,0.0,0.01,0.0,0.7836666666666667,0.04466666666666667,30.533333333333335,62.720666666666666,1.0,0.0,1.8166666666666667,0.007,29.40266666666667,65.42133333333332,0.0,0.02,0.18,0.0,0.38366666666666666,0.0,30.953,65.15766666666667,48.56666666666667,0.0,0.0,0.082,29.570333333333334,67.38433333333333,0.0
2018-07-01 10:30:00,0.0,0.0,0.01,0.0,0.7906666666666667,0.06066666666666667,30.591,62.64966666666667,1.0,0.0,1.837,0.007333333333333333,29.548571428571428,65.27535714285715,0.0,0.02,0.18,0.0,0.213,0.0,31.283333333333335,64.719,43.233333333333334,0.0,0.0,0.04933333333333333,29.685,67.28833333333334,0.0
2018-07-01 11:00:00,0.0,0.0,0.01,0.0,0.8,0.058,30.645185185185184,62.63407407407407,0.5925925925925926,0.0,1.8543333333333334,0.007,29.73107142857143,64.67428571428572,0.0,0.02,0.18,0.0,0.304,0.0,31.421333333333333,64.59266666666666,37.833333333333336,0.0,0.0,0.029999999999999995,29.823333333333334,66.90433333333334,0.0
2018-07-01 11:30:00,0.0,0.0,0.01,0.0,0.8,0.058,30.78896551724138,62.288275862068964,0.6896551724137931,0.0,1.8583333333333334,0.007,30.054666666666666,64.04166666666667,0.0,0.02,0.18,0.0,0.212,0.0,31.205714285714286,64.23678571428572,36.142857142857146,0.0,0.0,0.07766666666666668,29.945666666666668,66.455,0.0
2018-07-01 12:00:00,0.0,0.0,0.01,0.0,0.8,0.04733333333333333,30.918,61.86666666666667,0.13333333333333333,0.0,1.864,0.007,30.323666666666668,63.39833333333333,0.0,0.02,0.179,0.0,0.26666666666666666,0.0,31.294,63.579,36.06666666666667,0.0,0.0,0.05500000000000001,30.372666666666664,65.49133333333333,0.0
2018-07-01 12:30:00,0.0,0.0,0.01,0.0,0.8,0.059000000000000004,31.201785714285712,61.31285714285714,1.0,0.0,1.8616666666666668,0.007,30.324333333333335,63.071333333333335,0.0,0.02,0.18,0.0,0.35366666666666663,0.0,31.465666666666667,63.294333333333334,41.166666666666664,0.0,0.0,0.027666666666666666,30.20266666666667,65.35433333333334,0.0
2018-07-01 13:00:00,0.0,0.0,0.01,0.0,0.8,0.058333333333333334,31.361666666666668,60.721000000000004,0.9,0.0,1.8583333333333334,0.007,30.478,62.711,0.0,0.02,0.18,0.0,0.213,0.0,31.645666666666667,62.91233333333333,41.733333333333334,0.0,0.0,0.07266666666666667,30.346,65.21766666666666,0.0
2018-07-01 13:30:00,0.0,0.0,0.01,0.0,0.8,0.058333333333333334,31.49233333333333,60.43566666666666,0.1,0.0,1.8563333333333334,0.007,30.611333333333334,62.523,0.0,0.02,0.18,0.0,0.2946666666666667,0.0,31.78666666666667,62.556666666666665,35.3,0.0,0.0,0.06133333333333334,30.459,65.02966666666666,0.0
2018-07-01 14:00:00,0.0,0.0,0.01,0.0,0.7996666666666667,0.03966666666666666,31.602333333333334,60.26166666666666,0.23333333333333334,0.0,1.854,0.007,30.734333333333332,62.336666666666666,0.0,0.02,0.18,0.0,0.22433333333333333,0.0,31.868000000000002,62.4024,32.32,0.0,0.0,0.029999999999999995,30.562666666666665,64.98766666666667,0.0
2018-07-01 14:30:00,0.0,0.0,0.01,0.0,0.799,0.063,31.666333333333334,60.29633333333334,0.0,0.0,1.8533333333333333,0.005333333333333333,30.836666666666666,62.044,0.0,0.02,0.18,0.0,0.29100000000000004,0.0,31.92366666666667,62.26766666666666,30.566666666666666,0.0,0.0,0.07033333333333333,30.672666666666665,64.723,0.0
2018-07-01 15:00:00,0.0,0.0,0.01,0.0,0.7946666666666666,0.05733333333333333,31.736551724137932,59.9251724137931,0.0,0.0,1.8443333333333336,0.007,30.930714285714288,61.74357142857143,0.0,0.02,0.18,0.0,0.29533333333333334,0.0,31.99866666666667,62.150333333333336,27.8,0.0,0.0,0.06533333333333333,30.787,64.56933333333333,0.0
2018-07-01 15:30:00,0.0,0.0,0.01,0.0,0.8,0.057666666666666665,31.776153846153843,59.76461538461539,0.0,0.0,1.8536666666666666,0.007,31.168846153846154,61.42269230769231,0.0,0.02,0.18,0.0,0.21,0.0,32.266363636363636,62.275454545454544,27.90909090909091,0.0,0.0,0.029999999999999995,30.86466666666667,64.42333333333333,0.0
