date,mels_S,lig_S,mels_N,hvac_N,hvac_S
2018-01-04 05:30:00,1.9499999285,0.200000003,7.9449996945,36.74500084,18.444999695
2018-01-04 06:00:00,1.9499999585,0.200000003,7.5225000385,37.55000038,19.194999695
2018-01-04 06:30:00,1.9999999405,0.200000003,7.799999714,37.345001225,23.75
2018-01-04 07:00:00,1.799999952,0.150000002,4.900000095,37.85000038,19.850000190000003
2018-01-04 07:30:00,1.949999988,0.1750000025,6.499999880500001,36.45,17.945
2018-01-04 08:00:00,1.899999976,0.200000003,5.2499998805,36.65000038,19.1
2018-01-04 08:30:00,1.849999964,0.200000003,6.0999998445,36.495000000000005,20.295
2018-01-04 09:00:00,1.725000024,0.200000003,8.250000238,53.35,20.95
2018-01-04 09:30:00,1.850000024,0.200000003,8.100000142999999,37.849999235,19.15
2018-01-04 10:00:00,1.899999976,0.150000002,8.0499999525,37.845000765,19.695
2018-01-04 10:30:00,1.87499997,0.200000003,8.092499733,37.69500046,19.744999695
2018-01-04 11:00:00,1.9499999285,0.200000003,8.099999905,36.90000038,18.95000019
2018-01-04 11:30:00,1.924999982,0.200000003,7.549999833,37.55,18.4
2018-01-04 12:00:00,1.925000012,0.200000003,7.0499999525,37.1,18.64
2018-01-04 12:30:00,1.700000048,0.200000003,7.375000119,37.3,18.5
2018-01-04 13:00:00,1.850000024,0.200000003,8.599999905,36.999999235,19.05
2018-01-04 13:30:00,2.0499999525,0.7000000255000001,8.4499998095,48.95,17.85
2018-01-04 14:00:00,1.9499999285,1.25,8.75,36.8,18.345
2018-01-04 14:30:00,2.1000000235000003,2.7499998805000003,10.89999962,59.900000000000006,21.345
2018-01-04 15:00:00,2.574999988,4.090000153,9.300000191,38.345,35.900000000000006
2018-01-04 15:30:00,2.87499994,4.192500115,10.75000024,37.950000380000006,22.79999962
2018-01-04 16:00:00,3.4499999285,2.400000006,10.30000019,49.4,30.795
2018-01-04 16:30:00,5.900000095,4.599999904500001,9.0499999525,61.800001145,30.500000955
2018-01-04 17:00:00,7.0,4.650000095499999,16.70000076,50.39500046,23.30000019
2018-01-04 17:30:00,6.7000000475,4.75,17.94999981,61.40000153,21.05000019
2018-01-04 18:00:00,7.8000003095,4.900000095,17.900000570000003,50.149999615,21.54999924
2018-01-04 18:30:00,8.0500003095,4.1250001195,15.825000285000002,46.6,34.445
2018-01-04 19:00:00,7.800000071499999,2.949999929,7.5,50.900000000000006,22.950000000000003
2018-01-04 19:30:00,7.7000000475,5.7000000475,16.64999962,37.89500046,18.60000038
2018-01-04 20:00:00,7.700000048,5.849999904500001,23.44999981,38.04,19.295
