timestamp [dd/mm/yyyy HH:MM],ki [%],o1_1 [%],o1_2 [%],o2 [%],o3 [%],o4 [%],mr [%]
2013-02-20 07:00:00,16.675,19.925,20.5,17.7,21.925,20.425,19.375
2013-02-20 08:00:00,17.425,20.35,21.625,18.05,21.45,20.95,18.0
2013-02-20 09:00:00,18.4,20.45,23.0,18.925,22.85,21.625,19.5
2013-02-20 10:00:00,19.475,21.85,24.7,20.325,23.825,22.275,20.625
2013-02-20 11:00:00,20.7,22.15,23.8,20.925,24.05,22.375,22.125
2013-02-20 12:00:00,22.025,21.925,23.575,21.125,23.875,23.05,23.525
2013-02-20 13:00:00,22.299999999999997,20.675,22.025,19.75,23.525,22.55,21.7
2013-02-20 14:00:00,21.375,21.45,22.299999999999997,19.675,22.8,23.425,24.375
2013-02-20 15:00:00,22.2,22.175,23.2,21.425,24.125,23.625,25.475
2013-02-20 16:00:00,23.85,23.75,24.95,22.775000000000002,24.45,23.8,25.025000000000002
2013-02-20 17:00:00,22.175,23.200000000000003,25.0,23.075,24.425,24.3,23.5
2013-02-20 18:00:00,20.975,22.85,23.6,22.15,23.925,24.3,22.8
2013-02-20 19:00:00,20.675,22.525,23.15,21.6,23.1,23.95,22.25
2013-02-20 20:00:00,20.5,22.8,23.75,21.6,22.55,23.675,21.85
2013-02-20 21:00:00,18.825,20.075,21.724999999999998,19.175,22.25,22.775,21.4
2013-02-20 22:00:00,18.3,20.875,22.25,19.6,21.975,21.775,20.599999999999998
2013-02-20 23:00:00,18.55,21.175,22.6,19.475,21.55,22.175,20.7
2013-02-21 00:00:00,18.4,20.775,21.5,19.0,21.4,22.0,20.2
2013-02-21 01:00:00,17.975,20.375,21.075,18.725,21.5,22.125,19.6
2013-02-21 02:00:00,17.45,20.05,21.375,18.9,21.2,22.1,19.475
2013-02-21 03:00:00,17.3,20.3,21.05,18.625,20.675,21.925,19.35
2013-02-21 04:00:00,17.2,20.125,20.9,18.575,20.424999999999997,21.325,18.95
2013-02-21 05:00:00,17.025,19.725,20.5,18.675,20.55,20.875,18.675
2013-02-21 06:00:00,17.025,20.25,20.474999999999998,18.7,20.525,20.65,18.7
2013-02-21 07:00:00,15.825,18.375,20.0,16.9,20.025,20.299999999999997,17.65
2013-02-21 08:00:00,15.975000000000001,19.3,20.675,17.2,21.1,20.225,17.6
2013-02-21 09:00:00,17.25,20.1,21.575,18.6,21.575,20.875,18.475
2013-02-21 10:00:00,18.575,21.0,22.725,20.6,21.175,20.4,22.0
2013-02-21 11:00:00,18.2,20.575,21.375,19.025,21.825,21.525,24.8
2013-02-21 12:00:00,21.675,21.225,22.0,19.974999999999998,22.275,22.0,22.4
2013-02-21 13:00:00,21.4,21.925,22.825,20.075,22.3,21.95,21.375
2013-02-21 14:00:00,19.825,20.525,21.85,18.975,21.700000000000003,22.0,20.825000000000003
2013-02-21 15:00:00,18.6,20.05,21.925,18.8,21.6,22.1,20.4
2013-02-21 16:00:00,17.875,19.85,21.6,18.4,21.025,22.0,20.275
2013-02-21 17:00:00,17.0,19.725,21.1,18.05,20.475,21.725,20.525
2013-02-21 18:00:00,16.95,19.55,20.725,17.975,20.275,21.325000000000003,19.725
2013-02-21 19:00:00,16.425,18.875,20.299999999999997,17.875,19.6,20.725,18.875
2013-02-21 20:00:00,16.45,18.775,20.625,17.375,19.475,20.125,18.65
2013-02-21 21:00:00,15.75,18.8,20.5,16.95,18.525,20.0,18.025
2013-02-21 22:00:00,15.6,18.8,20.174999999999997,17.25,18.349999999999998,20.475,17.65
2013-02-21 23:00:00,15.6,18.8,20.05,17.125,18.225,20.15,17.825
2013-02-22 00:00:00,15.825000000000001,18.95,20.225,16.875,18.1,20.0,17.5
2013-02-22 01:00:00,15.725,18.8,19.975,16.625,17.799999999999997,19.875,17.575
2013-02-22 02:00:00,15.425,18.325,19.2,16.675,17.65,19.225,17.275
2013-02-22 03:00:00,15.3,18.7,19.225,16.6,17.5,19.1,17.049999999999997
2013-02-22 04:00:00,15.5,18.8,19.675,16.225,17.5,19.5,16.9
2013-02-22 05:00:00,15.350000000000001,18.45,20.0,16.1,17.55,19.6,17.0
2013-02-22 06:00:00,15.3,18.45,20.0,16.1,17.725,19.6,16.8
2013-02-22 07:00:00,14.05,17.55,18.85,15.225,17.775,18.55,16.6
2013-02-22 08:00:00,14.25,18.1,18.1,15.425,18.225,18.975,16.65
2013-02-22 09:00:00,15.95,19.125,19.5,17.025,19.55,20.05,16.85
2013-02-22 10:00:00,16.5,19.725,20.35,17.8,20.325,20.1,18.65
2013-02-22 11:00:00,18.1,20.125,20.725,18.175,20.275,20.075,18.8
2013-02-22 12:00:00,20.95,20.55,21.65,18.6,21.125,20.4,18.975
2013-02-22 13:00:00,19.400000000000002,21.15,22.25,19.15,22.175,20.4,19.35
2013-02-22 14:00:00,20.125,21.35,22.5,18.95,23.1,20.675,20.025
2013-02-22 15:00:00,19.175,21.05,22.025,19.325,23.8,21.15,20.425
2013-02-22 16:00:00,18.2,20.575,21.75,18.725,22.75,21.25,20.15
2013-02-22 17:00:00,17.9,20.275,21.375,18.075,22.675,20.95,18.875
2013-02-22 18:00:00,17.55,19.9,20.925,17.725,21.975,20.775,18.65
2013-02-22 19:00:00,17.3,19.6,20.975,17.8,21.3,20.225,18.325
2013-02-22 20:00:00,16.9,19.475,20.75,17.6,21.2,20.0,18.05
2013-02-22 21:00:00,16.375,19.5,20.15,17.625,21.0,20.225,17.725
2013-02-22 22:00:00,16.6,19.25,19.875,17.85,20.8,20.4,18.15
2013-02-22 23:00:00,16.35,19.45,20.1,17.725,20.55,20.375,17.9
2013-02-23 00:00:00,16.225,19.2,20.625,17.575,20.525,20.299999999999997,17.9
2013-02-23 01:00:00,16.475,19.3,20.575,17.5,20.825,19.775,17.925
2013-02-23 02:00:00,16.5,19.375,20.8,17.625,20.825000000000003,20.025,18.0
2013-02-23 03:00:00,16.65,19.85,20.8,17.5,20.725,19.675,18.0
2013-02-23 04:00:00,16.55,19.775,20.675,17.7,20.7,19.9,18.05
2013-02-23 05:00:00,16.275,19.675,20.275,17.525,20.775,20.4,18.05
2013-02-23 06:00:00,16.5,19.725,19.9,17.55,20.925,20.4,18.275
2013-02-23 07:00:00,16.725,20.025,20.075,17.625,21.1,20.525,18.425
2013-02-23 08:00:00,16.5,19.975,21.125,17.725,21.2,20.65,18.625
2013-02-23 09:00:00,16.7,20.1,20.5,17.799999999999997,21.55,19.875,18.8
2013-02-23 10:00:00,16.775,20.375,20.950000000000003,18.175,22.325,20.1,18.7
2013-02-23 11:00:00,17.1,20.4,20.95,18.525,22.975,20.65,19.325
2013-02-23 12:00:00,17.125,20.225,21.025,18.175,22.775,20.0,19.200000000000003
2013-02-23 13:00:00,17.45,20.325,20.9,18.025,22.875,20.625,19.075
2013-02-23 14:00:00,18.275,20.4,20.4,18.175,22.825000000000003,20.775,19.075
2013-02-23 15:00:00,17.725,20.525,21.2,18.3,22.8,20.275,19.175
2013-02-23 16:00:00,17.275,20.525,20.674999999999997,18.225,23.1,20.325,18.925
2013-02-23 17:00:00,17.075,20.4,21.0,17.925,22.125,20.55,19.075
2013-02-23 18:00:00,16.9,20.15,21.2,17.7,21.825,20.95,18.8
2013-02-23 19:00:00,16.85,19.875,20.75,17.9,21.25,20.8,18.55
2013-02-23 20:00:00,16.775,19.95,20.175,17.925,20.725,20.8,17.925
2013-02-23 21:00:00,16.825,20.075,20.5,18.1,20.875,20.725,18.125
2013-02-23 22:00:00,16.625,20.0,21.05,18.15,20.675,19.95,18.15
2013-02-23 23:00:00,16.725,20.125,21.2,17.925,20.4,19.975,18.0
2013-02-24 00:00:00,16.625,20.125,21.2,17.7,20.6,20.15,18.0
2013-02-24 01:00:00,16.725,20.349999999999998,21.2,17.7,20.075,20.575,18.275
2013-02-24 02:00:00,16.825,20.4,21.025,17.975,20.45,20.8,18.45
2013-02-24 03:00:00,16.825,20.525,20.6,17.8,20.275,20.8,18.8
2013-02-24 04:00:00,16.85,20.325,20.4,17.875,20.4,20.775,18.525
2013-02-24 05:00:00,17.275,20.2,20.8,17.925,20.4,20.125,18.45
2013-02-24 06:00:00,17.125,20.4,21.125,17.925,20.4,20.25,18.5
2013-02-24 07:00:00,17.125,20.65,20.825,18.025,20.275,20.55,18.375
2013-02-24 08:00:00,17.1,20.5,21.299999999999997,18.3,20.175,20.175,18.7
2013-02-24 09:00:00,16.775,20.525,20.7,18.275,20.175,20.4,18.6
2013-02-24 10:00:00,17.975,20.4,20.875,18.25,20.375,20.7,18.175
2013-02-24 11:00:00,17.525,20.8,20.975,18.7,21.5,20.950000000000003,18.375
2013-02-24 12:00:00,17.575,20.675,21.475,18.8,21.9,20.5,18.3
2013-02-24 13:00:00,17.549999999999997,20.575,21.825,18.525,21.725,21.0,18.775
2013-02-24 14:00:00,18.475,20.775,21.425,19.1,20.8,21.2,19.075
2013-02-24 15:00:00,18.5,20.8,21.1,19.5,20.5,21.675,18.95
2013-02-24 16:00:00,17.875,21.175,21.55,19.5,20.65,21.875,19.075
2013-02-24 17:00:00,18.2,21.15,21.85,19.35,20.4,21.325,18.925
2013-02-24 18:00:00,18.025,21.05,22.0,19.125,20.4,20.8,19.3
2013-02-24 19:00:00,18.0,21.475,22.0,19.025,20.525,21.3,19.6
2013-02-24 20:00:00,18.1,21.375,22.35,19.0,20.8,21.45,19.8
2013-02-24 21:00:00,18.299999999999997,21.525000000000002,22.0,19.075,20.825,21.875,19.725
2013-02-24 22:00:00,18.4,21.6,21.775,19.225,20.9,22.0,19.775
2013-02-24 23:00:00,18.175,21.5,21.95,19.6,21.025,21.85,20.1
2013-02-25 00:00:00,18.375,21.85,21.875,19.5,20.7,22.0,20.25
2013-02-25 01:00:00,18.225,21.85,22.2,19.25,21.0,22.05,20.275
2013-02-25 02:00:00,18.424999999999997,21.75,22.025,19.2,21.1,22.175,20.025
2013-02-25 03:00:00,18.475,21.825,22.225,19.5,21.175,21.85,19.875
2013-02-25 04:00:00,18.8,21.575,21.575,19.275,20.925,21.950000000000003,19.975
2013-02-25 05:00:00,18.474999999999998,21.675,22.099999999999998,19.425,20.8,21.825,19.6
2013-02-25 06:00:00,19.25,21.75,21.95,19.6,20.75,21.55,19.775
2013-02-25 07:00:00,18.575,21.875,21.875,19.825,20.275,21.625,20.0
2013-02-25 08:00:00,18.65,21.85,22.125,19.0,20.925,22.025,19.675
2013-02-25 09:00:00,20.8,23.575000000000003,24.175,21.0,22.3,23.1,19.825000000000003
2013-02-25 10:00:00,21.45,24.375,25.55,23.075,23.65,23.65,21.425
2013-02-25 11:00:00,22.075,24.95,25.725,23.275,23.725,23.625,22.3
2013-02-25 12:00:00,25.425,24.625,26.7,23.425,23.975,24.225,22.975
2013-02-25 13:00:00,24.8,25.35,26.475,23.799999999999997,24.725,25.225,24.025
2013-02-25 14:00:00,23.35,25.425,26.125,23.825,24.775000000000002,25.0,24.05
2013-02-25 15:00:00,22.8,25.375,25.45,23.5,25.475,25.3,23.675
2013-02-25 16:00:00,22.7,24.974999999999998,25.1,23.375,25.625,24.95,24.025
2013-02-25 17:00:00,22.275,23.95,24.875,23.05,25.325,24.95,23.75
2013-02-25 18:00:00,21.400000000000002,23.7,24.75,22.5,24.9,24.1,23.475
2013-02-25 19:00:00,20.424999999999997,23.225,23.275000000000002,21.650000000000002,24.4,24.2,23.025000000000002
2013-02-25 20:00:00,20.55,23.275,23.1,21.6,24.175,24.525,22.925
2013-02-25 21:00:00,20.375,22.9,23.5,21.6,23.950000000000003,24.075000000000003,22.65
2013-02-25 22:00:00,20.1,22.950000000000003,23.575,21.4,23.875,23.525000000000002,22.4
2013-02-25 23:00:00,19.975,23.0,23.9,21.225,23.725,23.1,22.5
2013-02-26 00:00:00,20.125,22.9,23.875,20.9,23.9,23.375,22.4
2013-02-26 01:00:00,20.25,22.8,23.625,20.925,24.125,23.5,22.4
2013-02-26 02:00:00,19.900000000000002,22.875,22.975,20.95,23.575,23.825,22.15
2013-02-26 03:00:00,19.6,23.0,23.4,20.875,23.65,23.799999999999997,22.1
2013-02-26 04:00:00,19.95,22.9,23.325,20.8,23.55,23.25,21.975
2013-02-26 05:00:00,19.9,23.0,23.0,21.175,24.025,23.65,21.825
2013-02-26 06:00:00,20.75,23.200000000000003,23.174999999999997,21.65,24.3,23.95,21.875
2013-02-26 07:00:00,21.400000000000002,24.0,24.425,22.5,24.15,24.525,22.0
2013-02-26 08:00:00,21.15,24.525,24.8,22.875,24.4,24.975,21.775
2013-02-26 09:00:00,26.0,24.675,25.675,23.95,25.225,24.6,21.95
2013-02-26 10:00:00,24.175,25.575,26.75,24.575000000000003,24.7,25.775,21.8
2013-02-26 11:00:00,23.475,25.725,26.725,24.15,25.325,25.325,22.575
2013-02-26 12:00:00,23.85,25.25,25.95,23.625,26.85,24.975,22.5
2013-02-26 13:00:00,24.75,25.325,26.25,23.175,26.45,25.0,22.8
2013-02-26 14:00:00,24.7,25.625,26.375,23.5,26.3,25.200000000000003,22.75
2013-02-26 15:00:00,24.825,25.65,25.775,24.075,26.6,25.55,23.1
2013-02-26 16:00:00,24.075,25.7,25.9,24.099999999999998,26.75,25.725,23.25
2013-02-26 17:00:00,23.45,25.475,25.9,24.025,25.775,26.025,22.9
2013-02-26 18:00:00,22.9,25.225,25.9,23.675,25.2,25.525,22.8
2013-02-26 19:00:00,21.85,24.525,24.775,23.025,24.75,25.375,22.925
2013-02-26 20:00:00,21.475,24.05,24.125,22.625,24.7,24.7,22.900000000000002
2013-02-26 21:00:00,21.475,23.775,24.125,22.2,24.025,25.05,22.625
2013-02-26 22:00:00,21.1,23.825,24.275,21.775000000000002,23.849999999999998,24.85,22.05
2013-02-26 23:00:00,21.05,23.5,24.3,21.9,23.3,24.65,21.775
2013-02-27 00:00:00,20.725,23.5,24.35,21.975,22.925,23.849999999999998,21.475
2013-02-27 01:00:00,20.8,23.200000000000003,24.3,21.700000000000003,22.825,23.825,21.825
2013-02-27 02:00:00,20.625,23.1,24.075,21.8,22.65,23.55,21.625
2013-02-27 03:00:00,20.4,23.025000000000002,23.175,21.05,22.675,23.5,21.6
2013-02-27 04:00:00,20.425,23.0,23.1,20.95,22.875,23.775,21.325
2013-02-27 05:00:00,20.625,22.975,23.1,20.95,22.45,24.075,21.725
2013-02-27 06:00:00,21.15,23.475,23.200000000000003,21.6,22.35,24.25,21.625
2013-02-27 07:00:00,20.875,24.9,23.825,22.25,22.975,24.4,21.700000000000003
2013-02-27 08:00:00,20.575,24.325,24.125,22.225,22.85,24.575,21.675
2013-02-27 09:00:00,22.4,25.025,26.2,22.6,24.3,25.075,21.5
2013-02-27 10:00:00,24.95,26.3,27.65,25.35,25.725,25.825,22.475
2013-02-27 11:00:00,25.125,26.325,27.9,25.225,27.200000000000003,26.475,23.950000000000003
2013-02-27 12:00:00,25.7,26.05,27.725,25.325,26.825,25.974999999999998,25.2
2013-02-27 13:00:00,26.25,25.575,26.625,24.9,26.549999999999997,26.25,25.525
2013-02-27 14:00:00,24.35,26.075,26.9,24.425,27.225,26.075,25.525
2013-02-27 15:00:00,25.3,26.55,28.425,25.025,27.175,26.5,25.5
2013-02-27 16:00:00,25.2,26.425,27.875,24.85,28.4,26.4,25.375
2013-02-27 17:00:00,24.525,25.7,27.225,24.625,27.625,26.225,25.375
2013-02-27 18:00:00,23.825,25.1,25.924999999999997,23.95,26.975,26.225,24.85
2013-02-27 19:00:00,23.3,24.975,25.775,23.475,26.3,25.9,24.675
2013-02-27 20:00:00,22.375,24.7,25.575,23.05,26.025,25.475,24.175
2013-02-27 21:00:00,21.925,24.4,24.9,22.8,25.6,25.35,24.0
2013-02-27 22:00:00,21.4,24.35,24.025,22.5,25.5,25.1,23.55
2013-02-27 23:00:00,21.325,24.025,24.075,22.65,25.275,24.950000000000003,23.55
2013-02-28 00:00:00,21.45,24.175,24.25,22.225,24.975,23.95,23.425
2013-02-28 01:00:00,21.075,23.9,24.175,22.1,25.1,24.4,22.950000000000003
2013-02-28 02:00:00,20.9,23.475,23.9,22.0,24.775000000000002,24.675,22.9
2013-02-28 03:00:00,21.125,23.25,23.925,21.35,24.525,24.2,22.424999999999997
2013-02-28 04:00:00,20.825,23.35,23.625,21.35,24.25,23.75,22.5
2013-02-28 05:00:00,20.925,23.3,23.575,21.425,24.175,23.875,22.8
2013-02-28 06:00:00,21.025,23.725,23.95,21.7,24.3,24.125,22.8
2013-02-28 07:00:00,20.55,23.325,24.15,21.525,24.175,23.8,22.525
2013-02-28 08:00:00,20.45,22.925,23.8,21.425,23.799999999999997,23.55,22.25
2013-02-28 09:00:00,21.2,23.724999999999998,24.775,22.225,24.05,24.275,22.349999999999998
2013-02-28 10:00:00,22.625,24.125,26.125,23.5,24.25,24.7,22.0
2013-02-28 11:00:00,22.175,23.225,24.25,23.45,24.075,24.525,21.625
2013-02-28 12:00:00,21.075000000000003,22.075000000000003,22.65,21.85,23.9,24.5,21.4
2013-02-28 13:00:00,21.175,22.0,24.125,21.625,23.9,25.175,21.25
2013-02-28 14:00:00,21.85,22.2,24.575,22.299999999999997,24.2,24.725,21.425
2013-02-28 15:00:00,22.299999999999997,22.95,24.275,22.4,24.5,24.9,21.6
2013-02-28 16:00:00,21.95,22.575,23.525,22.5,24.5,24.2,22.075
2013-02-28 17:00:00,21.6,23.1,23.3,22.525,24.425,24.65,22.4
2013-02-28 18:00:00,21.6,23.25,23.725,22.35,24.7,24.224999999999998,22.5
2013-02-28 19:00:00,21.6,23.0,23.8,22.1,24.85,24.825,22.625
2013-02-28 20:00:00,21.525000000000002,23.125,23.9,22.225,24.975,24.275,22.9
2013-02-28 21:00:00,21.2,23.225,23.9,21.625,24.7,23.9,22.825000000000003
2013-02-28 22:00:00,21.049999999999997,23.45,23.675,21.675,25.0,23.825,22.8
2013-02-28 23:00:00,21.075,23.5,23.1,21.725,24.85,23.875,22.725
2013-03-01 00:00:00,20.950000000000003,23.15,24.075,21.575,24.85,23.9,22.45
2013-03-01 01:00:00,21.1,23.05,23.95,21.7,24.975,23.55,22.75
2013-03-01 02:00:00,21.05,22.875,24.15,21.625,24.75,23.9,22.7
2013-03-01 03:00:00,21.0,23.0,23.6,21.475,24.45,23.825,22.725
2013-03-01 04:00:00,20.225,22.9,23.150000000000002,21.6,24.625,23.625,22.424999999999997
2013-03-01 05:00:00,20.125,22.85,23.35,21.5,24.7,23.625,22.5
2013-03-01 06:00:00,20.725,24.0,23.85,21.65,24.85,23.9,22.4
2013-03-01 07:00:00,20.65,24.0,23.8,21.575,24.925,23.925,22.5
2013-03-01 08:00:00,20.0,23.25,23.849999999999998,21.25,24.475,24.150000000000002,22.65
2013-03-01 09:00:00,20.125,23.4,23.95,21.75,24.625,24.075,22.75
2013-03-01 10:00:00,21.075,23.5,24.1,22.525,24.65,24.65,22.425
2013-03-01 11:00:00,21.45,23.825,24.8,23.1,24.95,24.675,23.15
2013-03-01 12:00:00,21.275,23.799999999999997,25.175,22.425,25.1,24.375,23.65
2013-03-01 13:00:00,21.2,23.775,24.975,22.4,25.025,23.9,23.575
2013-03-01 14:00:00,21.325,24.15,25.35,22.575,25.075,24.375,23.925
2013-03-01 15:00:00,21.924999999999997,23.974999999999998,25.1,22.5,25.3,24.675,24.3
2013-03-01 16:00:00,22.25,24.65,24.85,22.15,25.375,24.65,24.325
2013-03-01 17:00:00,21.95,24.2,24.125,22.4,25.25,24.075,23.925
2013-03-01 18:00:00,21.7,23.9,23.799999999999997,21.925,24.975,24.375,23.55
2013-03-01 19:00:00,20.675,23.475,24.15,21.875,25.150000000000002,24.7,23.525
2013-03-01 20:00:00,20.375,23.275,23.5,21.45,25.075,24.225,22.9
2013-03-01 21:00:00,20.725,22.675,23.375,21.45,24.825,23.525,22.4
2013-03-01 22:00:00,20.424999999999997,22.475,22.55,21.2,24.3,23.4,22.625
2013-03-01 23:00:00,20.25,22.225,22.85,21.075,24.8,23.65,22.175
2013-03-02 00:00:00,19.700000000000003,22.05,22.625,20.5,24.425,23.775,22.025
2013-03-02 01:00:00,19.575,21.725,22.85,20.375,24.125,23.525,21.975
2013-03-02 02:00:00,19.55,21.95,22.75,20.125,24.1,23.475,21.725
2013-03-02 03:00:00,19.475,21.9,22.55,19.825,24.1,22.925,22.0
2013-03-02 04:00:00,19.1,22.0,22.0,19.625,24.15,22.675,21.55
2013-03-02 05:00:00,19.225,22.1,21.975,19.85,24.05,22.7,21.325
2013-03-02 06:00:00,19.1,21.875,22.5,19.725,23.975,22.475,21.299999999999997
2013-03-02 07:00:00,18.7,21.450000000000003,21.925,19.225,23.4,22.15,21.075
2013-03-02 08:00:00,18.625,21.45,22.075,19.275,23.325,22.425,20.424999999999997
2013-03-02 09:00:00,17.85,20.799999999999997,21.375,18.825,23.025000000000002,22.075,20.15
2013-03-02 10:00:00,17.625,20.6,21.125,18.225,22.9,21.875,19.7
2013-03-02 11:00:00,17.45,20.125,20.95,17.925,22.625,21.475,19.1
2013-03-02 12:00:00,17.7,19.8,20.8,18.05,22.65,20.725,18.9
2013-03-02 13:00:00,17.175,19.325,20.8,17.7,22.7,20.325,18.625
2013-03-02 14:00:00,17.0,18.725,20.8,17.65,22.625,20.45,18.474999999999998
2013-03-02 15:00:00,17.675,18.925,20.575,17.9,22.275,21.05,18.7
2013-03-02 16:00:00,17.799999999999997,18.925,20.65,18.2,22.15,20.525,18.8
2013-03-02 17:00:00,17.5,19.425,20.125,18.625,22.25,20.4,19.15
2013-03-02 18:00:00,17.6,19.825,20.95,18.700000000000003,22.225,21.05,19.35
2013-03-02 19:00:00,17.7,19.625,21.075,18.45,22.175,21.0,19.075
2013-03-02 20:00:00,17.7,19.575,20.95,18.475,22.4,21.15,19.6
2013-03-02 21:00:00,17.799999999999997,20.0,21.15,18.45,22.4,21.075,19.35
2013-03-02 22:00:00,17.7,19.775,20.5,18.2,22.5,20.85,19.7
2013-03-02 23:00:00,17.35,20.125,20.15,18.05,22.125,20.65,19.5
2013-03-03 00:00:00,17.3,20.25,20.725,18.375,22.275,20.525,19.75
2013-03-03 01:00:00,17.175,19.75,21.15,17.95,22.3,20.4,19.35
2013-03-03 02:00:00,17.4,19.6,21.2,17.8,22.575,20.55,19.525
2013-03-03 03:00:00,17.3,19.6,20.675,17.675,22.6,20.75,19.875
2013-03-03 04:00:00,17.3,19.375,20.0,17.7,22.275,20.65,19.875
2013-03-03 05:00:00,17.0,19.575000000000003,20.55,18.0,22.375,20.25,19.7
2013-03-03 06:00:00,17.175,19.6,20.424999999999997,18.075,22.45,20.3,19.475
2013-03-03 07:00:00,17.225,19.725,20.9,18.0,22.375,20.45,19.35
2013-03-03 08:00:00,16.9,19.725,20.875,17.9,22.45,20.725,19.2
2013-03-03 09:00:00,17.125,19.975,20.475,17.975,22.025,20.375,19.1
2013-03-03 10:00:00,17.1,19.650000000000002,20.05,17.375,22.1,20.7,18.55
2013-03-03 11:00:00,16.825,19.675,20.474999999999998,17.7,22.125,20.15,18.65
2013-03-03 12:00:00,16.95,19.25,20.55,17.45,22.4,19.625,18.125
2013-03-03 13:00:00,16.525,18.7,20.4,17.55,22.5,19.825,18.05
2013-03-03 14:00:00,16.775,18.3,20.049999999999997,17.775,22.175,19.6,18.1
2013-03-03 15:00:00,17.125,18.3,20.05,17.425,22.125,20.325,18.0
2013-03-03 16:00:00,17.225,18.8,20.425,17.625,22.0,20.25,18.425
2013-03-03 17:00:00,17.05,19.275,20.05,17.925,22.15,20.125,18.675
2013-03-03 18:00:00,17.15,19.4,20.1,18.175,22.175,20.125,18.8
2013-03-03 19:00:00,17.175,19.625,20.025,18.075,22.325,20.675,19.05
2013-03-03 20:00:00,17.3,19.65,20.55,18.225,22.4,21.025,19.05
2013-03-03 21:00:00,17.525,20.125,20.125,18.525,22.625,21.2,19.35
2013-03-03 22:00:00,17.675,19.75,20.15,18.45,22.675,21.15,19.35
2013-03-03 23:00:00,17.549999999999997,20.175,20.349999999999998,18.525,22.8,20.725,18.975
2013-03-04 00:00:00,17.7,20.4,20.45,18.6,22.6,20.5,19.55
2013-03-04 01:00:00,17.35,20.025,21.025,18.475,22.525,20.4,18.975
2013-03-04 02:00:00,17.175,19.85,21.2,18.375,22.45,20.875,19.2
2013-03-04 03:00:00,17.3,19.85,20.875,18.4,22.1,20.7,19.35
2013-03-04 04:00:00,17.3,20.025,20.4,18.25,22.625,20.8,19.525000000000002
2013-03-04 05:00:00,17.4,19.9,20.5,18.0,22.45,21.025,19.6
2013-03-04 06:00:00,17.4,19.9,21.0,17.825,22.725,20.825,19.475
2013-03-04 07:00:00,15.975000000000001,18.925,19.675,16.725,22.275,19.6,19.125
2013-03-04 08:00:00,15.95,19.1,19.925,17.15,22.5,20.275,18.725
2013-03-04 09:00:00,18.0,20.15,22.15,18.225,23.675,20.775,19.05
2013-03-04 10:00:00,18.7,20.125,21.15,18.8,25.075,21.2,21.65
2013-03-04 11:00:00,19.1,20.6,21.849999999999998,19.05,25.9,21.950000000000003,24.875
2013-03-04 12:00:00,21.2,19.85,21.825,19.575,26.7,22.325,23.825
2013-03-04 13:00:00,17.975,15.675,18.375,16.25,26.55,20.549999999999997,19.65
2013-03-04 14:00:00,15.075,14.55,17.325,15.05,23.775000000000002,18.9,17.925
2013-03-04 15:00:00,14.675,16.075,18.35,15.125,22.75,18.575,16.075
2013-03-04 16:00:00,16.6,18.55,20.475,17.1,22.35,19.6,17.225
2013-03-04 17:00:00,17.925,18.9,20.65,18.525,22.7,20.549999999999997,18.65
2013-03-04 18:00:00,17.975,19.7,20.8,18.575,22.975,21.075,19.35
2013-03-04 19:00:00,17.45,20.0,20.725,18.85,22.8,21.6,19.475
2013-03-04 20:00:00,16.9,19.700000000000003,20.975,18.55,22.375,21.425,19.2
2013-03-04 21:00:00,16.9,19.7,21.0,18.5,22.025,21.325,19.325
2013-03-04 22:00:00,17.3,19.625,20.349999999999998,18.15,21.75,21.2,19.225
2013-03-04 23:00:00,17.2,19.75,20.325,18.175,21.275,21.325,19.475
2013-03-05 00:00:00,17.425,20.25,20.4,18.299999999999997,21.1,21.0,19.4
2013-03-05 01:00:00,17.7,20.2,20.75,18.4,21.275,20.299999999999997,19.425
2013-03-05 02:00:00,17.55,19.9,21.4,18.349999999999998,21.3,20.625,19.35
2013-03-05 03:00:00,17.075,20.0,21.575000000000003,18.275,21.2,20.875,19.575
2013-03-05 04:00:00,17.125,20.0,20.675,18.275,21.2,20.525,19.975
2013-03-05 05:00:00,17.3,20.2,20.474999999999998,18.4,21.05,20.8,19.5
2013-03-05 06:00:00,18.925,20.25,20.625,18.349999999999998,20.725,21.1,19.5
2013-03-05 07:00:00,19.125,20.525,20.875,18.625,20.95,21.125,19.875
2013-03-05 08:00:00,18.049999999999997,20.325,21.275,18.35,21.2,21.225,19.7
2013-03-05 09:00:00,17.75,19.675,20.95,18.225,21.225,20.525,19.35
2013-03-05 10:00:00,18.175,20.325,21.55,18.375,21.6,20.7,19.025
2013-03-05 11:00:00,18.35,18.75,20.925,18.0,21.45,20.75,19.0
2013-03-05 12:00:00,18.4,17.7,19.9,17.275,21.475,20.075,18.5
2013-03-05 13:00:00,17.7,17.425,19.05,17.75,21.075,20.05,18.0
2013-03-05 14:00:00,16.525,17.25,19.1,17.25,21.175,19.475,17.9
2013-03-05 15:00:00,15.9,17.425,19.725,16.6,22.45,19.45,17.925
2013-03-05 16:00:00,15.9,18.2,20.4,17.175,22.0,19.8,18.175
2013-03-05 17:00:00,17.825,19.3,20.549999999999997,18.0,22.25,20.95,18.725
2013-03-05 18:00:00,17.525,19.6,21.075,18.625,22.575,21.075,18.925
2013-03-05 19:00:00,17.75,20.0,21.075,19.05,22.4,21.6,19.725
2013-03-05 20:00:00,17.775,20.425,21.0,18.85,22.25,21.725,19.6
